Order ID,Order Date,Customer Name,Region,State,Category,Product,Quantity,Discount,Sales,Profit,Salesperson,Payment Mode,Month,Year,Profit Margin
ORD1177,2025-02-28,Customer 177,East,West Bengal,Accessories,Wallet,6,0.1,6480.0,728.57,Rahul,Cash,Feb,2025,0.11243364197530865
ORD1178,2025-11-10,Customer 178,West,Gujarat,Electronics,Tablet,3,0.15,56100.0,5973.36,Pooja,Credit Card,Nov,2025,0.10647700534759358
ORD1179,2025-08-16,Customer 179,North,Delhi,Furniture,Office Chair,4,0.05,32300.0,7195.65,Anjali,Debit Card,Aug,2025,0.2227755417956656
ORD1180,2025-09-18,Customer 180,North,Delhi,Clothing,Jacket,2,0.05,7980.0,1635.33,Priya,Credit Card,Sep,2025,0.20492857142857143
ORD1181,2025-07-08,Customer 181,South,Tamil Nadu,Furniture,Cabinet,1,0.1,8550.0,1403.77,Rahul,Net Banking,Jul,2025,0.16418362573099415
ORD1182,2025-07-29,Customer 182,North,Haryana,Electronics,Tablet,4,0.15,74800.0,11920.75,Priya,Credit Card,Jul,2025,0.15936831550802139
ORD1183,2025-10-10,Customer 183,East,Bihar,Electronics,Headphones,4,0.2,14400.0,1851.37,Rahul,Credit Card,Oct,2025,0.1285673611111111
ORD1184,2025-03-24,Customer 184,West,Gujarat,Electronics,Laptop,5,0.05,261250.0,31794.43,Neha,Debit Card,Mar,2025,0.12170116746411483
ORD1185,2025-11-17,Customer 185,East,Odisha,Electronics,Tablet,2,0.2,35200.0,4106.31,Priya,Net Banking,Nov,2025,0.1166565340909091
ORD1186,2025-11-06,Customer 186,South,Tamil Nadu,Furniture,Desk,6,0.2,57600.0,11088.44,Amit,UPI,Nov,2025,0.1925076388888889
ORD1187,2025-08-02,Customer 187,North,Haryana,Electronics,Tablet,6,0.05,125400.0,25128.03,Amit,Cash,Aug,2025,0.20038301435406697
ORD1188,2025-02-07,Customer 188,East,Bihar,Clothing,Shoes,2,0.15,5950.0,717.35,Amit,Credit Card,Feb,2025,0.12056302521008404
ORD1189,2025-03-15,Customer 189,West,Gujarat,Accessories,Sunglasses,4,0.05,6840.0,874.38,Anjali,Debit Card,Mar,2025,0.12783333333333333
ORD1190,2025-05-04,Customer 190,West,Gujarat,Furniture,Bookshelf,5,0.2,28000.0,2465.44,Priya,Debit Card,May,2025,0.08805142857142857
ORD1191,2025-07-16,Customer 191,West,Rajasthan,Furniture,Desk,1,0.0,12000.0,1432.03,Rohit,Credit Card,Jul,2025,0.11933583333333334
ORD1192,2025-09-21,Customer 192,South,Tamil Nadu,Clothing,Jacket,2,0.05,7980.0,1234.55,Pooja,Debit Card,Sep,2025,0.15470551378446115
ORD1193,2025-05-04,Customer 193,West,Maharashtra,Electronics,Laptop,4,0.2,176000.0,26000.34,Anjali,UPI,May,2025,0.14772920454545455
ORD1194,2025-01-05,Customer 194,North,Delhi,Clothing,Shoes,5,0.15,14875.0,1763.84,Rohit,Credit Card,Jan,2025,0.11857747899159664
ORD1195,2025-10-19,Customer 195,East,Bihar,Clothing,Shoes,3,0.0,10500.0,1450.04,Neha,Debit Card,Oct,2025,0.13809904761904762
ORD1196,2025-05-24,Customer 196,East,Bihar,Electronics,Headphones,5,0.15,19125.0,3824.02,Priya,Credit Card,May,2025,0.19994875816993463
ORD1197,2025-03-15,Customer 197,North,Delhi,Accessories,Wallet,3,0.2,2880.0,661.31,Rohit,Net Banking,Mar,2025,0.22962152777777775
ORD1198,2025-09-23,Customer 198,North,Uttar Pradesh,Electronics,Laptop,2,0.1,99000.0,20460.75,Rahul,Net Banking,Sep,2025,0.20667424242424243
ORD1199,2025-06-03,Customer 199,South,Telangana,Clothing,Jacket,2,0.15,7140.0,1702.21,Anjali,Net Banking,Jun,2025,0.2384047619047619
ORD1200,2025-02-26,Customer 200,West,Gujarat,Clothing,Shoes,1,0.1,3150.0,397.88,Vikas,UPI,Feb,2025,0.1263111111111111
ORD1201,2025-03-29,Customer 201,West,Rajasthan,Clothing,Jeans,6,0.0,15000.0,2537.98,Rohit,Credit Card,Mar,2025,0.16919866666666666
ORD1202,2025-08-03,Customer 202,South,Karnataka,Electronics,Laptop,2,0.0,110000.0,15947.42,Rohit,Credit Card,Aug,2025,0.14497654545454547
ORD1203,2025-10-15,Customer 203,West,Gujarat,Accessories,Backpack,6,0.05,12540.0,1983.53,Pooja,Net Banking,Oct,2025,0.15817623604465708
ORD1204,2025-07-01,Customer 204,West,Rajasthan,Clothing,Jeans,4,0.2,8000.0,1025.56,Vikas,Net Banking,Jul,2025,0.128195
ORD1205,2025-06-02,Customer 205,West,Gujarat,Furniture,Desk,3,0.2,28800.0,3477.45,Neha,Cash,Jun,2025,0.12074479166666666
ORD1206,2025-10-21,Customer 206,East,Bihar,Accessories,Wallet,5,0.1,5400.0,642.19,Rohit,Cash,Oct,2025,0.11892407407407408
ORD1207,2025-02-10,Customer 207,East,Odisha,Furniture,Bookshelf,1,0.1,6300.0,1464.14,Pooja,Debit Card,Feb,2025,0.2324031746031746
ORD1208,2025-12-23,Customer 208,West,Gujarat,Furniture,Desk,5,0.1,54000.0,12345.16,Rahul,UPI,Dec,2025,0.22861407407407408
ORD1209,2025-04-30,Customer 209,South,Karnataka,Furniture,Office Chair,6,0.2,40800.0,4421.26,Priya,Cash,Apr,2025,0.10836421568627451
ORD1210,2025-10-09,Customer 210,East,West Bengal,Accessories,Backpack,6,0.05,12540.0,888.85,Rohit,Cash,Oct,2025,0.07088118022328549
ORD1211,2025-02-15,Customer 211,West,Rajasthan,Furniture,Bookshelf,3,0.1,18900.0,3398.27,Neha,Net Banking,Feb,2025,0.1798026455026455
ORD1212,2025-07-23,Customer 212,North,Uttar Pradesh,Furniture,Cabinet,2,0.0,19000.0,4550.86,Rahul,Debit Card,Jul,2025,0.23951894736842103
ORD1213,2025-06-21,Customer 213,North,Uttar Pradesh,Electronics,Tablet,5,0.2,88000.0,7765.22,Pooja,Net Banking,Jun,2025,0.08824113636363637
ORD1214,2025-06-19,Customer 214,West,Maharashtra,Furniture,Cabinet,3,0.05,27075.0,5618.02,Pooja,Debit Card,Jun,2025,0.20749843028624193
ORD1215,2025-04-09,Customer 215,South,Karnataka,Electronics,Tablet,3,0.2,52800.0,9749.42,Rohit,Cash,Apr,2025,0.18464810606060605
ORD1216,2025-03-13,Customer 216,East,Odisha,Electronics,Headphones,6,0.0,27000.0,2738.15,Anjali,Credit Card,Mar,2025,0.10141296296296297
ORD1217,2025-06-18,Customer 217,North,Uttar Pradesh,Clothing,Shoes,2,0.15,5950.0,1178.92,Amit,Debit Card,Jun,2025,0.19813781512605044
ORD1218,2025-03-23,Customer 218,East,Odisha,Furniture,Office Chair,6,0.0,51000.0,7604.97,Vikas,UPI,Mar,2025,0.1491170588235294
ORD1219,2025-08-21,Customer 219,East,Bihar,Clothing,Jeans,2,0.05,4750.0,718.63,Anjali,Cash,Aug,2025,0.1512905263157895
ORD1220,2025-02-11,Customer 220,West,Rajasthan,Furniture,Desk,6,0.2,57600.0,12581.74,Pooja,Net Banking,Feb,2025,0.21843298611111112
ORD1221,2025-04-14,Customer 221,East,Bihar,Electronics,Laptop,1,0.2,44000.0,9833.6,Rahul,Credit Card,Apr,2025,0.2234909090909091
ORD1222,2025-09-08,Customer 222,East,West Bengal,Accessories,Backpack,6,0.05,12540.0,2406.13,Pooja,UPI,Sep,2025,0.19187639553429028
ORD1223,2025-08-25,Customer 223,West,Rajasthan,Furniture,Cabinet,4,0.2,30400.0,2426.38,Vikas,UPI,Aug,2025,0.07981513157894737
ORD1224,2025-01-24,Customer 224,West,Gujarat,Clothing,Shirt,6,0.05,10260.0,1726.89,Anjali,UPI,Jan,2025,0.16831286549707603
ORD1225,2025-03-11,Customer 225,North,Haryana,Electronics,Headphones,1,0.1,4050.0,565.0,Rohit,Debit Card,Mar,2025,0.13950617283950617
ORD1226,2025-12-05,Customer 226,West,Rajasthan,Accessories,Sunglasses,4,0.0,7200.0,1339.66,Rahul,Debit Card,Dec,2025,0.1860638888888889
ORD1227,2025-04-25,Customer 227,North,Delhi,Furniture,Cabinet,5,0.05,45125.0,8742.33,Amit,Debit Card,Apr,2025,0.19373584487534626
ORD1228,2025-03-21,Customer 228,West,Gujarat,Accessories,Sunglasses,2,0.05,3420.0,507.21,Neha,UPI,Mar,2025,0.14830701754385964
ORD1229,2025-11-01,Customer 229,North,Delhi,Accessories,Backpack,2,0.05,4180.0,340.42,Pooja,Net Banking,Nov,2025,0.08144019138755981
ORD1230,2025-04-22,Customer 230,North,Delhi,Furniture,Office Chair,4,0.15,28900.0,3174.31,Rahul,Net Banking,Apr,2025,0.10983771626297578
ORD1231,2025-06-14,Customer 231,East,West Bengal,Furniture,Bookshelf,5,0.2,28000.0,5637.28,Vikas,Credit Card,Jun,2025,0.20133142857142855
ORD1232,2025-10-30,Customer 232,South,Telangana,Accessories,Wallet,3,0.0,3600.0,592.71,Rahul,Cash,Oct,2025,0.1646416666666667
ORD1233,2025-06-13,Customer 233,West,Rajasthan,Electronics,Tablet,6,0.15,112200.0,22842.44,Rohit,Cash,Jun,2025,0.2035868092691622
ORD1234,2025-04-26,Customer 234,South,Tamil Nadu,Clothing,Shoes,2,0.2,5600.0,842.79,Rahul,Cash,Apr,2025,0.15049821428571428
ORD1235,2025-05-05,Customer 235,North,Uttar Pradesh,Accessories,Sunglasses,5,0.2,7200.0,668.13,Neha,Debit Card,May,2025,0.09279583333333333
ORD1236,2025-04-08,Customer 236,North,Delhi,Accessories,Wallet,1,0.2,960.0,185.45,Vikas,Cash,Apr,2025,0.19317708333333333
ORD1237,2025-04-17,Customer 237,North,Uttar Pradesh,Electronics,Smartphone,5,0.2,112000.0,11971.99,Vikas,UPI,Apr,2025,0.10689276785714286
ORD1238,2025-12-23,Customer 238,South,Telangana,Furniture,Office Chair,6,0.15,43350.0,9773.48,Neha,Cash,Dec,2025,0.2254551326412918
ORD1239,2025-07-03,Customer 239,South,Tamil Nadu,Clothing,Jacket,4,0.15,14280.0,2295.09,Vikas,Debit Card,Jul,2025,0.16072058823529412
ORD1240,2025-06-13,Customer 240,West,Maharashtra,Accessories,Backpack,6,0.15,11220.0,2238.13,Anjali,Debit Card,Jun,2025,0.19947682709447417
ORD1241,2025-10-11,Customer 241,West,Rajasthan,Electronics,Smartphone,6,0.05,159600.0,11612.08,Rohit,Debit Card,Oct,2025,0.07275739348370927
ORD1242,2025-05-06,Customer 242,South,Tamil Nadu,Furniture,Bookshelf,2,0.15,11900.0,1985.68,Anjali,Debit Card,May,2025,0.1668638655462185
ORD1243,2025-10-07,Customer 243,West,Gujarat,Accessories,Sunglasses,2,0.1,3240.0,320.03,Rahul,Net Banking,Oct,2025,0.09877469135802468
ORD1244,2025-07-31,Customer 244,North,Delhi,Electronics,Laptop,6,0.0,330000.0,65979.41,Neha,UPI,Jul,2025,0.19993760606060607
ORD1245,2025-11-13,Customer 245,South,Telangana,Electronics,Smartphone,5,0.15,119000.0,15879.85,Pooja,Cash,Nov,2025,0.13344411764705882
ORD1246,2025-05-21,Customer 246,North,Haryana,Electronics,Headphones,1,0.0,4500.0,720.0,Vikas,UPI,May,2025,0.16
ORD1247,2025-04-09,Customer 247,West,Rajasthan,Furniture,Office Chair,1,0.2,6800.0,648.13,Vikas,Debit Card,Apr,2025,0.09531323529411764
ORD1248,2025-05-05,Customer 248,East,Bihar,Accessories,Backpack,3,0.15,5610.0,830.45,Neha,Debit Card,May,2025,0.14803030303030304
ORD1249,2025-09-01,Customer 249,North,Delhi,Electronics,Laptop,4,0.15,187000.0,25080.22,Amit,Credit Card,Sep,2025,0.13411882352941176
ORD1250,2025-02-18,Customer 250,North,Haryana,Accessories,Sunglasses,6,0.1,9720.0,1615.42,Amit,Credit Card,Feb,2025,0.16619547325102882
ORD1251,2025-05-24,Customer 251,South,Telangana,Accessories,Wallet,1,0.0,1200.0,223.62,Amit,Credit Card,May,2025,0.18635000000000002
ORD1252,2025-12-31,Customer 252,East,Odisha,Electronics,Smartphone,5,0.05,133000.0,26318.47,Priya,Debit Card,Dec,2025,0.19788323308270678
ORD1253,2025-03-13,Customer 253,South,Telangana,Furniture,Cabinet,6,0.2,45600.0,5763.57,Priya,Net Banking,Mar,2025,0.12639407894736843
ORD1254,2025-06-24,Customer 254,East,Bihar,Electronics,Laptop,4,0.05,209000.0,44428.11,Rohit,Debit Card,Jun,2025,0.2125746889952153
ORD1255,2025-07-12,Customer 255,North,Uttar Pradesh,Clothing,Shoes,4,0.05,13300.0,1735.49,Rahul,Net Banking,Jul,2025,0.13048796992481204
ORD1256,2025-03-20,Customer 256,West,Gujarat,Electronics,Tablet,2,0.0,44000.0,3693.64,Rahul,Cash,Mar,2025,0.08394636363636364
ORD1257,2025-08-16,Customer 257,East,Odisha,Clothing,Shirt,1,0.0,1800.0,414.55,Vikas,UPI,Aug,2025,0.23030555555555557
ORD1258,2025-09-20,Customer 258,South,Tamil Nadu,Electronics,Smartphone,4,0.15,95200.0,15678.25,Priya,UPI,Sep,2025,0.1646875
ORD1259,2025-07-17,Customer 259,North,Delhi,Clothing,Shirt,5,0.2,7200.0,1464.15,Vikas,Cash,Jul,2025,0.20335416666666667
ORD1260,2025-07-14,Customer 260,West,Maharashtra,Electronics,Smartphone,5,0.2,112000.0,11068.86,Rahul,Debit Card,Jul,2025,0.09882910714285714
ORD1261,2025-05-22,Customer 261,East,Odisha,Clothing,Shoes,2,0.0,7000.0,688.98,Vikas,Cash,May,2025,0.09842571428571428
ORD1262,2025-04-11,Customer 262,North,Uttar Pradesh,Clothing,Jacket,2,0.15,7140.0,1220.56,Priya,Credit Card,Apr,2025,0.1709467787114846
ORD1263,2025-06-18,Customer 263,East,Odisha,Electronics,Headphones,3,0.2,10800.0,1453.48,Anjali,Cash,Jun,2025,0.1345814814814815
ORD1264,2025-04-01,Customer 264,South,Tamil Nadu,Clothing,Jacket,5,0.05,19950.0,3021.06,Anjali,Debit Card,Apr,2025,0.15143157894736842
ORD1265,2025-07-21,Customer 265,West,Gujarat,Furniture,Bookshelf,4,0.1,25200.0,5261.86,Priya,Net Banking,Jul,2025,0.20880396825396824
ORD1266,2025-04-18,Customer 266,South,Tamil Nadu,Furniture,Office Chair,6,0.15,43350.0,9983.75,Vikas,UPI,Apr,2025,0.2303056516724337
ORD1267,2025-12-04,Customer 267,West,Maharashtra,Accessories,Watch,6,0.1,27000.0,3000.88,Rohit,Cash,Dec,2025,0.1111437037037037
ORD1268,2025-12-21,Customer 268,North,Uttar Pradesh,Accessories,Sunglasses,5,0.15,7650.0,1230.44,Amit,Debit Card,Dec,2025,0.1608418300653595
ORD1269,2025-11-10,Customer 269,North,Delhi,Electronics,Smartphone,6,0.1,151200.0,14859.56,Rohit,Debit Card,Nov,2025,0.09827751322751323
ORD1270,2025-09-23,Customer 270,West,Rajasthan,Electronics,Laptop,1,0.1,49500.0,5333.14,Neha,Cash,Sep,2025,0.10774020202020203
ORD1271,2025-03-19,Customer 271,East,Odisha,Accessories,Sunglasses,6,0.2,8640.0,1618.91,Amit,Cash,Mar,2025,0.1873738425925926
ORD1272,2025-03-14,Customer 272,North,Uttar Pradesh,Clothing,Shoes,1,0.0,3500.0,739.63,Vikas,Debit Card,Mar,2025,0.21132285714285715
ORD1273,2025-12-23,Customer 273,West,Gujarat,Furniture,Cabinet,3,0.15,24225.0,2097.79,Anjali,UPI,Dec,2025,0.08659607843137254
ORD1274,2025-12-13,Customer 274,East,West Bengal,Electronics,Laptop,1,0.1,49500.0,8917.67,Neha,Net Banking,Dec,2025,0.1801549494949495
ORD1275,2025-04-29,Customer 275,South,Tamil Nadu,Furniture,Bookshelf,5,0.15,29750.0,6929.92,Rahul,Credit Card,Apr,2025,0.23293848739495798
ORD1276,2025-08-19,Customer 276,West,Rajasthan,Accessories,Backpack,6,0.2,10560.0,2324.54,Rohit,Cash,Aug,2025,0.22012689393939394
ORD1277,2025-10-02,Customer 277,North,Delhi,Furniture,Desk,3,0.0,36000.0,6053.37,Anjali,Debit Card,Oct,2025,0.16814916666666666
ORD1278,2025-11-24,Customer 278,South,Tamil Nadu,Accessories,Backpack,3,0.15,5610.0,895.98,Rohit,Net Banking,Nov,2025,0.15971122994652406
ORD1279,2025-12-11,Customer 279,West,Rajasthan,Electronics,Tablet,3,0.15,56100.0,9814.79,Vikas,Net Banking,Dec,2025,0.1749516934046346
ORD1280,2025-04-04,Customer 280,North,Uttar Pradesh,Furniture,Bookshelf,1,0.05,6650.0,810.73,Rahul,Net Banking,Apr,2025,0.12191428571428571
ORD1281,2025-09-07,Customer 281,West,Rajasthan,Accessories,Watch,5,0.15,21250.0,3015.73,Rahul,Net Banking,Sep,2025,0.14191670588235294
ORD1282,2025-08-19,Customer 282,South,Telangana,Accessories,Wallet,2,0.05,2280.0,281.53,Amit,Debit Card,Aug,2025,0.12347807017543859
ORD1283,2025-09-16,Customer 283,North,Haryana,Accessories,Watch,2,0.15,8500.0,1987.73,Pooja,Cash,Sep,2025,0.23385058823529412
ORD1284,2025-01-16,Customer 284,West,Maharashtra,Accessories,Sunglasses,4,0.05,6840.0,574.93,Vikas,UPI,Jan,2025,0.08405409356725145
ORD1285,2025-09-11,Customer 285,East,Bihar,Furniture,Bookshelf,2,0.15,11900.0,1977.31,Priya,Net Banking,Sep,2025,0.16616050420168066
ORD1286,2025-08-14,Customer 286,North,Haryana,Clothing,Jacket,5,0.0,21000.0,4183.21,Neha,Cash,Aug,2025,0.1992004761904762
ORD1287,2025-02-14,Customer 287,North,Uttar Pradesh,Furniture,Bookshelf,1,0.15,5950.0,682.34,Priya,Credit Card,Feb,2025,0.11467899159663866
ORD1288,2025-04-16,Customer 288,South,Karnataka,Clothing,Shoes,2,0.2,5600.0,524.55,Amit,Net Banking,Apr,2025,0.09366964285714285
ORD1289,2025-05-17,Customer 289,East,Bihar,Clothing,Jeans,3,0.1,6750.0,804.51,Priya,Credit Card,May,2025,0.11918666666666666
ORD1290,2025-03-09,Customer 290,West,Maharashtra,Electronics,Tablet,6,0.05,125400.0,23731.01,Rahul,Debit Card,Mar,2025,0.18924250398724082
ORD1291,2025-11-18,Customer 291,South,Tamil Nadu,Accessories,Sunglasses,2,0.2,2880.0,511.22,Rohit,Cash,Nov,2025,0.17750694444444445
ORD1292,2025-07-08,Customer 292,North,Uttar Pradesh,Electronics,Headphones,5,0.1,20250.0,3809.02,Pooja,Debit Card,Jul,2025,0.18809975308641974
ORD1293,2025-10-01,Customer 293,North,Uttar Pradesh,Electronics,Headphones,6,0.1,24300.0,5212.79,Neha,Cash,Oct,2025,0.21451810699588478
ORD1294,2025-10-23,Customer 294,South,Karnataka,Accessories,Wallet,3,0.1,3240.0,412.84,Pooja,Debit Card,Oct,2025,0.12741975308641976
ORD1295,2025-03-22,Customer 295,North,Uttar Pradesh,Electronics,Laptop,6,0.15,280500.0,20411.38,Pooja,UPI,Mar,2025,0.0727678431372549
ORD1296,2025-05-21,Customer 296,West,Maharashtra,Furniture,Desk,6,0.1,64800.0,6287.3,Anjali,Debit Card,May,2025,0.09702623456790124
ORD1297,2025-12-25,Customer 297,North,Delhi,Clothing,Jeans,1,0.15,2125.0,374.75,Rohit,UPI,Dec,2025,0.1763529411764706
ORD1298,2025-04-26,Customer 298,North,Haryana,Electronics,Smartphone,4,0.0,112000.0,10366.6,Pooja,UPI,Apr,2025,0.09255892857142857
ORD1299,2025-04-28,Customer 299,North,Uttar Pradesh,Clothing,Shirt,4,0.05,6840.0,1034.27,Priya,UPI,Apr,2025,0.15120906432748538
ORD1300,2025-03-10,Customer 300,North,Haryana,Clothing,Jacket,3,0.05,11970.0,1616.7,Rahul,UPI,Mar,2025,0.13506265664160402
ORD1301,2025-03-19,Customer 301,North,Uttar Pradesh,Furniture,Cabinet,3,0.05,27075.0,4786.15,Pooja,Credit Card,Mar,2025,0.1767737765466297
ORD1302,2025-06-29,Customer 302,North,Uttar Pradesh,Electronics,Smartphone,1,0.2,22400.0,4347.87,Anjali,Credit Card,Jun,2025,0.19410133928571427
ORD1303,2025-11-08,Customer 303,South,Tamil Nadu,Clothing,Shirt,2,0.2,2880.0,495.85,Amit,Debit Card,Nov,2025,0.1721701388888889
ORD1304,2025-05-03,Customer 304,South,Tamil Nadu,Furniture,Cabinet,3,0.0,28500.0,5792.52,Rohit,UPI,May,2025,0.2032463157894737
ORD1305,2025-06-12,Customer 305,South,Karnataka,Accessories,Backpack,5,0.0,11000.0,2615.47,Rohit,Net Banking,Jun,2025,0.23776999999999998
ORD1306,2025-02-04,Customer 306,West,Maharashtra,Clothing,Jeans,4,0.0,10000.0,728.37,Vikas,Credit Card,Feb,2025,0.072837
ORD1307,2025-09-14,Customer 307,North,Uttar Pradesh,Electronics,Headphones,5,0.1,20250.0,3581.35,Rohit,Cash,Sep,2025,0.1768567901234568
ORD1308,2025-04-15,Customer 308,North,Delhi,Furniture,Bookshelf,1,0.1,6300.0,525.63,Anjali,Cash,Apr,2025,0.08343333333333333
ORD1309,2025-02-14,Customer 309,North,Uttar Pradesh,Clothing,Shoes,6,0.05,19950.0,1592.89,Priya,Cash,Feb,2025,0.07984411027568923
ORD1310,2025-12-26,Customer 310,North,Delhi,Clothing,Jeans,1,0.0,2500.0,475.86,Rahul,Cash,Dec,2025,0.190344
ORD1311,2025-05-18,Customer 311,East,Bihar,Clothing,Jeans,3,0.05,7125.0,1406.92,Priya,UPI,May,2025,0.19746245614035088
ORD1312,2025-10-23,Customer 312,East,Bihar,Accessories,Wallet,5,0.0,6000.0,688.21,Priya,Cash,Oct,2025,0.11470166666666667
ORD1313,2025-03-22,Customer 313,West,Gujarat,Clothing,Shirt,4,0.2,5760.0,566.61,Priya,Net Banking,Mar,2025,0.09836979166666666
ORD1314,2025-08-30,Customer 314,North,Uttar Pradesh,Furniture,Office Chair,1,0.0,8500.0,948.38,Rohit,Credit Card,Aug,2025,0.11157411764705882
ORD1315,2025-06-13,Customer 315,South,Tamil Nadu,Electronics,Headphones,2,0.1,8100.0,908.86,Priya,Net Banking,Jun,2025,0.11220493827160494
ORD1316,2025-01-24,Customer 316,East,Odisha,Electronics,Laptop,2,0.05,104500.0,21604.06,Priya,Cash,Jan,2025,0.2067374162679426
ORD1317,2025-07-08,Customer 317,East,West Bengal,Clothing,Jacket,1,0.2,3360.0,496.09,Vikas,Net Banking,Jul,2025,0.14764583333333334
ORD1318,2025-04-11,Customer 318,East,Bihar,Furniture,Cabinet,3,0.2,22800.0,5362.92,Neha,Credit Card,Apr,2025,0.2352157894736842
ORD1319,2025-12-22,Customer 319,North,Delhi,Accessories,Backpack,2,0.2,3520.0,453.7,Anjali,UPI,Dec,2025,0.12889204545454544
ORD1320,2025-08-03,Customer 320,West,Gujarat,Clothing,Shirt,2,0.2,2880.0,682.93,Amit,Credit Card,Aug,2025,0.2371284722222222
ORD1321,2025-07-10,Customer 321,East,Odisha,Electronics,Laptop,2,0.2,88000.0,12339.33,Priya,Net Banking,Jul,2025,0.14021965909090908
ORD1322,2025-08-11,Customer 322,North,Haryana,Furniture,Cabinet,1,0.2,7600.0,1265.62,Rahul,Credit Card,Aug,2025,0.16652894736842103
ORD1323,2025-05-20,Customer 323,East,West Bengal,Clothing,Jacket,4,0.1,15120.0,1875.94,Priya,Credit Card,May,2025,0.12407010582010583
ORD1324,2025-06-10,Customer 324,South,Tamil Nadu,Electronics,Smartphone,1,0.05,26600.0,3894.94,Priya,Net Banking,Jun,2025,0.14642631578947368
ORD1325,2025-03-03,Customer 325,East,West Bengal,Furniture,Cabinet,3,0.15,24225.0,2787.12,Rahul,Debit Card,Mar,2025,0.11505139318885449
ORD1326,2025-07-02,Customer 326,North,Uttar Pradesh,Furniture,Bookshelf,2,0.0,14000.0,2672.55,Amit,Debit Card,Jul,2025,0.19089642857142858
ORD1327,2025-10-09,Customer 327,East,West Bengal,Furniture,Office Chair,4,0.15,28900.0,4754.4,Priya,Cash,Oct,2025,0.1645121107266436
ORD1328,2025-04-24,Customer 328,North,Delhi,Furniture,Office Chair,1,0.0,8500.0,1794.89,Neha,Cash,Apr,2025,0.21116352941176472
ORD1329,2025-04-12,Customer 329,East,Bihar,Electronics,Tablet,1,0.0,22000.0,5269.38,Pooja,Credit Card,Apr,2025,0.23951727272727275
ORD1330,2025-10-21,Customer 330,North,Uttar Pradesh,Clothing,Shirt,1,0.15,1530.0,120.27,Rohit,Cash,Oct,2025,0.0786078431372549
ORD1331,2025-04-06,Customer 331,North,Uttar Pradesh,Accessories,Sunglasses,2,0.1,3240.0,345.07,Vikas,Cash,Apr,2025,0.10650308641975309
ORD1332,2025-10-09,Customer 332,South,Tamil Nadu,Electronics,Smartphone,6,0.1,151200.0,23407.51,Amit,UPI,Oct,2025,0.15481157407407406
ORD1333,2025-09-27,Customer 333,East,West Bengal,Accessories,Watch,4,0.05,19000.0,3405.77,Amit,Cash,Sep,2025,0.17925105263157895
ORD1334,2025-07-18,Customer 334,East,Odisha,Accessories,Sunglasses,3,0.2,4320.0,671.36,Rahul,UPI,Jul,2025,0.1554074074074074
ORD1335,2025-08-30,Customer 335,East,Bihar,Furniture,Office Chair,3,0.0,25500.0,5290.51,Anjali,Net Banking,Aug,2025,0.20747098039215686
ORD1336,2025-01-29,Customer 336,South,Karnataka,Furniture,Office Chair,2,0.05,16150.0,1862.25,Rohit,Debit Card,Jan,2025,0.11530959752321981
ORD1337,2025-12-24,Customer 337,South,Tamil Nadu,Furniture,Desk,5,0.1,54000.0,11181.01,Amit,Debit Card,Dec,2025,0.20705574074074073
ORD1338,2025-01-20,Customer 338,South,Karnataka,Furniture,Cabinet,5,0.1,42750.0,4268.36,Amit,Credit Card,Jan,2025,0.09984467836257309
ORD1339,2025-04-14,Customer 339,South,Karnataka,Electronics,Headphones,1,0.1,4050.0,915.47,Anjali,Credit Card,Apr,2025,0.22604197530864198
ORD1340,2025-03-14,Customer 340,East,West Bengal,Electronics,Laptop,2,0.2,88000.0,16702.26,Anjali,UPI,Mar,2025,0.18979840909090906
ORD1341,2025-03-22,Customer 341,East,Bihar,Accessories,Backpack,3,0.1,5940.0,741.56,Rohit,Cash,Mar,2025,0.12484175084175084
ORD1342,2025-07-13,Customer 342,East,Odisha,Furniture,Bookshelf,2,0.2,11200.0,2334.72,Vikas,Credit Card,Jul,2025,0.20845714285714284
ORD1343,2025-06-12,Customer 343,South,Telangana,Electronics,Headphones,5,0.0,22500.0,2271.46,Neha,Net Banking,Jun,2025,0.10095377777777778
ORD1344,2025-06-13,Customer 344,North,Delhi,Accessories,Watch,3,0.0,15000.0,1656.89,Priya,Debit Card,Jun,2025,0.11045933333333334
ORD1345,2025-06-29,Customer 345,West,Gujarat,Electronics,Tablet,2,0.05,41800.0,7851.71,Priya,UPI,Jun,2025,0.18783995215311006
ORD1346,2025-07-31,Customer 346,North,Uttar Pradesh,Accessories,Sunglasses,6,0.15,9180.0,2154.98,Rohit,Debit Card,Jul,2025,0.23474727668845316
ORD1347,2025-02-07,Customer 347,West,Maharashtra,Electronics,Headphones,5,0.05,21375.0,2087.3,Vikas,UPI,Feb,2025,0.0976514619883041
ORD1348,2025-07-12,Customer 348,East,West Bengal,Clothing,Shirt,1,0.1,1620.0,160.25,Priya,Net Banking,Jul,2025,0.09891975308641976
ORD1349,2025-12-01,Customer 349,North,Delhi,Clothing,Shoes,6,0.0,21000.0,3009.82,Rohit,Credit Card,Dec,2025,0.1433247619047619
ORD1350,2025-10-11,Customer 350,North,Haryana,Electronics,Tablet,2,0.05,41800.0,5834.34,Vikas,Debit Card,Oct,2025,0.1395775119617225
ORD1351,2025-09-09,Customer 351,East,West Bengal,Furniture,Office Chair,1,0.15,7225.0,1208.03,Amit,Debit Card,Sep,2025,0.16720138408304497
